neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
Brooklyn,Clinton Hill,40.68843,-73.96239,Entire home/apt,2,114,1.82,1,314,155
Manhattan,Kips Bay,40.74138,-73.98168,Private room,1,19,6.63,3,37,115
Brooklyn,Williamsburg,40.71248,-73.96379,Private room,1,5,0.11,1,0,90
Brooklyn,East New York,40.67283,-73.87785,Private room,1,35,0.92,2,365,50
Manhattan,Little Italy,40.71883,-73.99716,Entire home/apt,2,119,1.93,1,0,220
Manhattan,Hell's Kitchen,40.76269,-73.98928,Entire home/apt,2,4,4.0,1,29,190
Brooklyn,Bedford-Stuyvesant,40.68664,-73.92318,Private room,1,113,2.89,3,288,49
Brooklyn,Crown Heights,40.67295,-73.95646,Private room,1,4,0.17,1,0,57
Manhattan,East Village,40.72185,-73.98237,Private room,4,2,0.35,2,0,49
Manhattan,SoHo,40.72149,-73.99815,Entire home/apt,3,10,0.17,1,0,900
Manhattan,Flatiron District,40.74043,-73.99277,Entire home/apt,3,5,0.43,1,362,1500
Manhattan,Financial District,40.70623,-74.0051,Entire home/apt,2,52,1.11,1,72,150
Manhattan,Chelsea,40.74754,-73.99036,Private room,1,63,2.34,4,29,69
Manhattan,Upper East Side,40.76767,-73.9558,Entire home/apt,3,8,0.32,1,0,110
Brooklyn,Flatbush,40.63524,-73.96602,Entire home/apt,30,4,0.07,1,47,115
Queens,Jamaica Estates,40.72191,-73.78207,Private room,1,0,,2,0,750
Brooklyn,Williamsburg,40.71164,-73.95173,Private room,2,7,0.77,4,3,95
Brooklyn,East Flatbush,40.64608,-73.94738,Private room,1,71,8.99,2,35,80
Manhattan,Hell's Kitchen,40.75987,-73.99008,Entire home/apt,3,15,0.43,1,4,198
Manhattan,East Village,40.72674,-73.9782,Private room,7,25,0.3,1,359,95
Brooklyn,Bushwick,40.70166,-73.92673,Entire home/apt,3,10,0.4,1,0,136
Manhattan,East Village,40.72999,-73.98764,Private room,1,0,,1,0,180
Queens,Astoria,40.75666,-73.91449,Entire home/apt,3,50,1.27,2,352,130
Manhattan,Chelsea,40.74781,-74.00084,Entire home/apt,1,6,2.77,1,2,195
Brooklyn,Williamsburg,40.71243,-73.95655,Private room,1,1,0.02,1,0,60
Manhattan,East Harlem,40.80305,-73.94163,Entire home/apt,1,5,1.2,1,338,185
Queens,Ditmars Steinway,40.77141,-73.91415,Entire home/apt,7,15,0.41,1,0,80
Manhattan,Upper East Side,40.77799,-73.95223,Private room,1,1,0.01,1,0,80
Manhattan,East Village,40.72644,-73.98403,Entire home/apt,5,0,,1,0,175
Manhattan,Hell's Kitchen,40.75391,-73.99709,Private room,7,9,0.75,47,337,62
Queens,Far Rockaway,40.59486,-73.73837,Entire home/apt,2,22,1.6,1,47,250
Manhattan,Midtown,40.76403,-73.98191,Entire home/apt,1,0,,8,0,275
Brooklyn,Bedford-Stuyvesant,40.69379,-73.94539,Entire home/apt,2,37,0.88,1,0,94
Manhattan,East Village,40.72691,-73.9813,Entire home/apt,2,6,0.42,1,39,136
Manhattan,East Village,40.7293,-73.98325,Private room,2,4,0.31,2,0,95
Brooklyn,Williamsburg,40.71738,-73.94158,Private room,2,61,2.14,3,42,69
Brooklyn,Bedford-Stuyvesant,40.67905,-73.95422,Private room,7,0,,1,0,42
Manhattan,East Village,40.725,-73.97903,Entire home/apt,3,3,3.0,1,0,320
Brooklyn,Bedford-Stuyvesant,40.67941,-73.9193,Private room,2,28,1.34,1,0,62
Queens,Long Island City,40.76654,-73.93508,Entire home/apt,6,0,,1,0,90
Manhattan,East Village,40.72461,-73.9892,Entire home/apt,1,0,,1,0,190
Manhattan,Hell's Kitchen,40.76361,-73.98847,Private room,2,3,0.24,2,0,155
Brooklyn,Sunset Park,40.64027,-74.01774,Private room,1,67,1.56,1,8,49
Manhattan,Washington Heights,40.83428,-73.94446,Private room,1,1,0.02,1,0,60
Brooklyn,Williamsburg,40.71115,-73.95825,Private room,2,14,1.99,1,0,60
Brooklyn,Bedford-Stuyvesant,40.68538,-73.94138,Entire home/apt,3,3,0.08,2,0,120
Manhattan,East Village,40.73168,-73.98662,Entire home/apt,30,52,0.6,1,314,139
Manhattan,Gramercy,40.73551,-73.98546,Entire home/apt,2,29,3.27,1,65,350
Manhattan,East Village,40.72635,-73.97595,Entire home/apt,1,114,1.71,1,157,290
Brooklyn,Sunset Park,40.66035,-73.99794,Private room,7,2,0.1,1,0,45
Manhattan,Hell's Kitchen,40.76382,-73.99435,Entire home/apt,30,3,0.45,31,339,125
Brooklyn,Midwood,40.61842,-73.97111,Entire home/apt,35,0,,1,0,80
Brooklyn,Williamsburg,40.70343,-73.94894,Entire home/apt,6,7,0.96,1,4,149
Brooklyn,Sheepshead Bay,40.58765,-73.94881,Shared room,30,0,,3,84,37
Brooklyn,Bedford-Stuyvesant,40.69241,-73.95793,Entire home/apt,2,3,3.0,1,268,149
Manhattan,Upper West Side,40.77705,-73.98118,Private room,2,81,5.63,1,6,112
Brooklyn,Park Slope,40.66711,-73.97691,Entire home/apt,3,0,,1,0,175
Brooklyn,Sheepshead Bay,40.59726,-73.95951,Shared room,3,1,0.26,10,281,40
Manhattan,Flatiron District,40.73962,-73.98492,Entire home/apt,5,7,0.38,1,1,221
Brooklyn,Williamsburg,40.71518,-73.94146,Entire home/apt,3,0,,1,359,300
Queens,Jamaica,40.66969,-73.77464,Private room,2,0,,2,90,75
Manhattan,Financial District,40.70362,-74.00721,Entire home/apt,2,4,0.21,1,0,195
Brooklyn,Bedford-Stuyvesant,40.68279,-73.92135,Entire home/apt,2,11,0.93,1,6,120
Manhattan,Upper West Side,40.77715,-73.98235,Entire home/apt,1,0,,1,0,260
Manhattan,Lower East Side,40.72131,-73.98508,Private room,2,1,0.37,1,0,150
Manhattan,Upper East Side,40.77861,-73.95015,Entire home/apt,31,6,0.27,33,326,287
Brooklyn,Williamsburg,40.71582,-73.94191,Entire home/apt,3,32,3.12,3,78,172
Brooklyn,Bushwick,40.69563,-73.93206,Private room,4,1,0.04,2,0,47
Manhattan,Upper West Side,40.80171,-73.96623,Private room,5,55,2.02,1,0,89
Brooklyn,Williamsburg,40.71447,-73.96234,Entire home/apt,7,3,0.12,1,43,160
Brooklyn,Fort Greene,40.6971,-73.97523,Private room,30,0,,25,305,48
Manhattan,Harlem,40.81208,-73.94243,Private room,2,3,0.05,1,364,205
Manhattan,East Village,40.72369,-73.98998,Entire home/apt,2,1,0.02,1,0,300
Brooklyn,Clinton Hill,40.68477,-73.96757,Entire home/apt,10,0,,1,0,115
Manhattan,West Village,40.73727,-74.00213,Entire home/apt,5,1,0.01,1,365,700
Manhattan,Upper East Side,40.76288,-73.96084,Entire home/apt,3,2,0.04,1,0,130
Manhattan,Upper East Side,40.7848,-73.95687,Private room,3,7,1.39,1,131,42
Manhattan,SoHo,40.72822,-74.00429,Private room,3,51,0.79,3,276,80
Brooklyn,Williamsburg,40.71151,-73.95142,Entire home/apt,10,0,,1,0,78
Brooklyn,Bedford-Stuyvesant,40.69103,-73.9288,Entire home/apt,30,1,0.07,2,111,100
Manhattan,Harlem,40.81153,-73.94528,Private room,7,0,,1,0,120
Brooklyn,Williamsburg,40.70713,-73.92918,Private room,2,18,1.61,2,5,55
Brooklyn,Greenpoint,40.72891,-73.95345,Entire home/apt,2,37,3.84,1,229,225
Brooklyn,Williamsburg,40.70483,-73.93426,Private room,5,0,,1,43,100
Manhattan,Upper West Side,40.78892,-73.97402,Entire home/apt,30,1,0.19,232,218,244
Manhattan,East Village,40.72381,-73.97896,Private room,26,58,0.73,3,129,75
Queens,Forest Hills,40.72143,-73.85522,Entire home/apt,1,143,3.96,1,282,99
Queens,Jackson Heights,40.75278,-73.89114,Private room,3,1,0.49,1,59,70
Manhattan,Greenwich Village,40.72863,-74.00137,Entire home/apt,4,11,0.14,1,259,200
Manhattan,East Village,40.73069,-73.98515,Entire home/apt,3,107,2.16,1,99,150
Brooklyn,South Slope,40.66326,-73.98805,Private room,1,49,0.66,4,24,89
Manhattan,Upper East Side,40.7773,-73.95652,Entire home/apt,2,12,0.71,1,363,225
Brooklyn,Brooklyn Heights,40.70017,-73.99202,Private room,1,4,0.2,2,0,120
Queens,Astoria,40.76752,-73.9314,Entire home/apt,7,12,0.42,1,3,150
Brooklyn,Crown Heights,40.67206,-73.9429,Entire home/apt,4,13,0.36,2,0,105
Manhattan,Upper West Side,40.77636,-73.98937,Entire home/apt,1,3,0.07,1,0,250
Manhattan,Chelsea,40.74449,-73.99445,Entire home/apt,3,63,1.02,1,323,275
Queens,Ozone Park,40.67557,-73.85145,Private room,1,0,,1,0,100
Manhattan,Greenwich Village,40.72994,-73.99455,Private room,1,0,,1,0,100
Manhattan,Hell's Kitchen,40.76464,-73.99361,Entire home/apt,5,46,2.63,1,228,200
Brooklyn,Williamsburg,40.71368,-73.94478,Entire home/apt,3,25,0.29,1,0,160
Brooklyn,Bushwick,40.70406,-73.92578,Private room,2,12,2.67,1,3,90
Manhattan,East Village,40.7307,-73.98299,Entire home/apt,365,4,1.9,5,305,120
Queens,Maspeth,40.72509,-73.89687,Entire home/apt,4,24,0.38,2,157,200
Manhattan,Harlem,40.82823,-73.93925,Private room,5,17,1.36,1,119,45
Manhattan,Chelsea,40.74531,-73.99454,Private room,30,0,,1,270,999
Brooklyn,Bushwick,40.69258,-73.92528,Private room,2,0,,3,280,125
Brooklyn,Bedford-Stuyvesant,40.69201,-73.94104,Private room,3,1,0.07,1,0,60
Brooklyn,Prospect-Lefferts Gardens,40.66069,-73.94732,Entire home/apt,2,15,2.53,1,20,120
Brooklyn,Crown Heights,40.67285,-73.95133,Private room,1,0,,1,66,41
Manhattan,East Village,40.73235,-73.98823,Entire home/apt,30,0,,49,364,285
Queens,South Ozone Park,40.67293,-73.79554,Shared room,4,1,0.45,7,365,30
Manhattan,Upper West Side,40.78406,-73.98431,Entire home/apt,1,0,,1,0,125
Brooklyn,Fort Greene,40.69207,-73.97407,Private room,14,18,0.35,1,128,70
Manhattan,Murray Hill,40.7487,-73.97862,Entire home/apt,3,0,,3,294,300
Brooklyn,Cypress Hills,40.67988,-73.89201,Private room,1,17,1.64,3,67,85
Manhattan,Tribeca,40.71877,-74.0026,Entire home/apt,3,0,,1,11,349
Queens,Forest Hills,40.71127,-73.84278,Private room,2,3,0.13,3,364,125
Manhattan,Financial District,40.70734,-74.00837,Entire home/apt,30,0,,1,310,300
Manhattan,Hell's Kitchen,40.76298,-73.99438,Private room,3,49,1.98,1,216,99
Manhattan,Hell's Kitchen,40.76398,-73.99087,Entire home/apt,2,1,0.38,1,9,250
Manhattan,Hell's Kitchen,40.75544,-73.99511,Private room,7,3,0.29,47,348,75
Queens,Sunnyside,40.74789,-73.91428,Entire home/apt,30,3,0.13,1,213,100
Staten Island,Stapleton,40.6322,-74.07789,Entire home/apt,2,103,3.52,1,73,75
Brooklyn,Williamsburg,40.70642,-73.92739,Entire home/apt,8,6,0.25,1,0,95
Queens,Ridgewood,40.71104,-73.90303,Private room,2,7,4.04,1,104,65
Manhattan,Harlem,40.80729,-73.95238,Private room,3,76,1.78,3,281,110
Brooklyn,Boerum Hill,40.6846,-73.98454,Entire home/apt,3,12,0.19,1,0,158
Staten Island,Tompkinsville,40.63481,-74.09591,Entire home/apt,7,35,0.61,1,326,99
Queens,Ditmars Steinway,40.78304,-73.91783,Entire home/apt,3,68,2.47,1,299,110
Queens,Long Island City,40.76483,-73.94073,Private room,1,63,2.81,6,356,120
Queens,Kew Gardens,40.70789,-73.83333,Private room,1,0,,3,364,150
Manhattan,Midtown,40.7446,-73.98399,Entire home/apt,1,2,0.16,1,0,175
Brooklyn,Fort Greene,40.68863,-73.97691,Private room,2,206,1.92,2,0,65
Queens,Astoria,40.76621,-73.92274,Private room,2,0,,2,357,100
Manhattan,Hell's Kitchen,40.75678,-73.99357,Entire home/apt,9,2,0.28,1,12,198
Brooklyn,Bushwick,40.69369,-73.92292,Private room,5,26,0.93,4,325,59
Manhattan,Midtown,40.75669,-73.96411,Private room,1,3,0.06,1,0,90
Manhattan,Midtown,40.74829,-73.98715,Private room,1,12,7.66,5,287,100
Brooklyn,South Slope,40.66586,-73.97948,Entire home/apt,1,183,5.17,1,1,100
Manhattan,Harlem,40.82943,-73.9469,Private room,2,13,3.42,1,65,50
Bronx,Clason Point,40.80644,-73.8518,Private room,2,33,3.21,1,47,48
Brooklyn,Bushwick,40.69808,-73.93174,Private room,1,1,0.03,1,0,60
Manhattan,Chelsea,40.74913,-73.99513,Private room,1,0,,20,360,159
Brooklyn,Bushwick,40.69496,-73.9243,Entire home/apt,30,0,,2,365,155
Manhattan,Upper West Side,40.79826,-73.96113,Private room,2,113,0.91,1,333,85
Manhattan,Upper West Side,40.78414,-73.9783,Entire home/apt,1,2,0.1,1,0,75
Brooklyn,Williamsburg,40.71145,-73.95302,Private room,2,1,0.02,1,0,78
Brooklyn,Greenpoint,40.72764,-73.95557,Entire home/apt,5,0,,1,0,225
Manhattan,Hell's Kitchen,40.75335,-73.99525,Entire home/apt,3,2,0.76,1,2,180
Manhattan,East Harlem,40.78576,-73.94211,Private room,1,4,0.1,1,0,50
Manhattan,Upper West Side,40.77771,-73.98244,Entire home/apt,30,0,,232,156,481
Manhattan,Morningside Heights,40.80593,-73.9583,Private room,2,200,3.92,1,202,70
Brooklyn,Crown Heights,40.6775,-73.9634,Entire home/apt,3,1,0.14,1,90,180
Brooklyn,Prospect-Lefferts Gardens,40.65776,-73.96174,Private room,20,3,0.39,1,35,65
Manhattan,Hell's Kitchen,40.766,-73.98945,Private room,1,134,4.96,2,176,99
Manhattan,Upper East Side,40.78351,-73.94709,Private room,1,6,0.66,1,0,75
Brooklyn,South Slope,40.66459,-73.98553,Entire home/apt,2,6,0.4,1,1,260
Brooklyn,Clinton Hill,40.68541,-73.96188,Entire home/apt,12,27,1.19,1,13,114
Brooklyn,East New York,40.66302,-73.86082,Entire home/apt,3,1,1.0,1,94,60
Queens,Forest Hills,40.72713,-73.84946,Entire home/apt,1,1,0.02,1,0,100
Queens,Corona,40.7363,-73.86316,Private room,1,5,3.85,2,337,36
Manhattan,Upper West Side,40.78829,-73.97053,Entire home/apt,6,1,0.02,1,0,230
Manhattan,East Village,40.72342,-73.98871,Entire home/apt,2,1,0.02,1,0,250
Manhattan,Chinatown,40.71629,-73.99066,Entire home/apt,2,10,0.54,1,0,175
Brooklyn,Greenpoint,40.72641,-73.94657,Private room,20,7,0.27,3,342,59
Manhattan,Theater District,40.75925,-73.98767,Private room,1,1,0.45,9,299,100
Brooklyn,East Flatbush,40.6504,-73.95011,Private room,3,2,0.19,2,0,39
Brooklyn,Bedford-Stuyvesant,40.68772,-73.94094,Private room,2,5,0.27,2,0,55
Manhattan,Upper West Side,40.79226,-73.97299,Entire home/apt,30,0,,15,317,136
Manhattan,Inwood,40.86259,-73.92728,Private room,3,2,0.97,8,282,90
Manhattan,East Harlem,40.78987,-73.9482,Entire home/apt,2,39,1.14,1,19,200
Manhattan,Hell's Kitchen,40.76292,-73.99551,Entire home/apt,5,5,0.11,1,0,140
Brooklyn,Red Hook,40.67966,-74.00641,Private room,7,1,0.1,1,45,125
Manhattan,Washington Heights,40.83325,-73.94444,Private room,2,8,2.76,2,52,50
Manhattan,Lower East Side,40.7215,-73.99183,Entire home/apt,30,0,,9,200,170
Manhattan,Midtown,40.74706,-73.98689,Entire home/apt,1,7,0.7,17,234,153
Manhattan,Chinatown,40.71409,-73.99575,Entire home/apt,3,9,0.87,1,68,135
Queens,Jackson Heights,40.75353,-73.87688,Entire home/apt,1,1,1.0,1,125,86
Brooklyn,Williamsburg,40.71577,-73.94084,Private room,1,10,0.14,1,0,95
Brooklyn,Bushwick,40.69499,-73.90994,Private room,5,1,0.13,1,250,40
Manhattan,Lower East Side,40.71697,-73.98605,Entire home/apt,4,4,2.03,1,65,325
Manhattan,East Village,40.72504,-73.98327,Private room,1,31,7.69,4,94,68
Manhattan,Chinatown,40.71534,-73.99918,Entire home/apt,1,23,1.42,1,14,150
Queens,Flushing,40.75499,-73.78902,Private room,1,68,4.55,1,299,90
Manhattan,Washington Heights,40.83711,-73.94438,Private room,1,32,2.02,1,5,90
Manhattan,Midtown,40.74645,-73.9853,Entire home/apt,4,4,0.09,1,0,239
Brooklyn,Williamsburg,40.70992,-73.94698,Private room,1,4,2.03,3,365,100
Manhattan,Harlem,40.82485,-73.93774,Entire home/apt,1,1,0.02,1,0,75
Manhattan,East Village,40.72658,-73.98803,Private room,1,20,2.83,1,67,115
Queens,Sunnyside,40.73291,-73.9196,Shared room,1,41,2.48,3,145,30
Brooklyn,Prospect-Lefferts Gardens,40.65842,-73.96044,Private room,2,1,0.91,2,89,69
Manhattan,East Village,40.7226,-73.97591,Private room,7,9,0.71,1,144,65
Manhattan,Financial District,40.70691,-74.00682,Entire home/apt,29,0,,327,342,165
Brooklyn,Williamsburg,40.71209,-73.9634,Entire home/apt,4,17,0.85,1,9,107
Manhattan,Upper East Side,40.77835,-73.94756,Entire home/apt,2,1,0.05,1,0,150
Manhattan,Hell's Kitchen,40.76584,-73.98422,Entire home/apt,30,0,,49,348,225
Brooklyn,Sunset Park,40.66214,-73.99511,Entire home/apt,1,34,3.07,5,133,172
Manhattan,Hell's Kitchen,40.76385,-73.98669,Entire home/apt,2,137,3.14,1,317,199
Manhattan,Chelsea,40.74506,-73.99935,Entire home/apt,30,0,,2,0,154
Queens,Long Island City,40.75283,-73.92504,Private room,2,0,,1,356,375
Manhattan,East Village,40.7221,-73.98304,Entire home/apt,5,6,1.22,1,0,117
Queens,Forest Hills,40.72126,-73.84542,Entire home/apt,1,0,,1,0,123
Manhattan,Two Bridges,40.71253,-73.99586,Private room,7,3,0.12,1,0,50
Brooklyn,Williamsburg,40.71812,-73.96404,Entire home/apt,7,0,,1,6,285
Manhattan,Financial District,40.70623,-74.00906,Private room,1,0,,1,0,100
Brooklyn,Crown Heights,40.66738,-73.93669,Shared room,2,1,0.71,3,167,25
Manhattan,Upper West Side,40.77598,-73.98917,Entire home/apt,3,29,1.96,1,6,299
Brooklyn,East Flatbush,40.63213,-73.94559,Private room,2,6,2.14,3,61,175
Queens,Jamaica,40.68501,-73.79162,Private room,1,7,0.35,3,139,33
Staten Island,Prince's Bay,40.53076,-74.20295,Entire home/apt,14,0,,1,23,1250
Queens,Ditmars Steinway,40.76814,-73.89573,Entire home/apt,11,27,0.9,2,212,47
Manhattan,Upper East Side,40.77138,-73.95353,Entire home/apt,5,0,,1,0,100
Manhattan,Harlem,40.81872,-73.94491,Private room,1,0,,1,0,39
Brooklyn,Dyker Heights,40.63009,-74.01342,Private room,1,30,1.15,1,6,43
Manhattan,Hell's Kitchen,40.76125,-73.99859,Entire home/apt,4,2,0.13,1,0,275
Brooklyn,Brooklyn Heights,40.69119,-73.99438,Entire home/apt,2,8,0.22,1,0,300
Manhattan,East Village,40.73009,-73.98884,Entire home/apt,4,0,,1,0,150
Brooklyn,Crown Heights,40.67659,-73.95608,Entire home/apt,2,14,0.21,1,16,88
Queens,Ditmars Steinway,40.77679,-73.91687,Entire home/apt,28,49,0.53,1,313,75
Brooklyn,Sunset Park,40.63957,-74.01717,Private room,1,8,5.11,1,74,44
Bronx,Claremont Village,40.83502,-73.91058,Private room,2,0,,1,364,125
Queens,East Elmhurst,40.75938,-73.88219,Private room,1,8,8.0,3,342,70
Manhattan,Inwood,40.86395,-73.92007,Private room,1,15,0.85,1,0,34
Brooklyn,Bedford-Stuyvesant,40.67855,-73.94949,Entire home/apt,3,234,2.47,4,308,80
Brooklyn,East Flatbush,40.64391,-73.94833,Entire home/apt,1,6,0.8,1,0,57
Manhattan,Hell's Kitchen,40.76021,-73.99976,Entire home/apt,1,2,2.0,1,133,305
Brooklyn,Fort Greene,40.68794,-73.97393,Entire home/apt,3,10,0.21,1,0,150
Brooklyn,Brooklyn Heights,40.69425,-73.99503,Entire home/apt,3,7,0.31,1,0,200
Manhattan,Chelsea,40.74546,-73.99099,Entire home/apt,3,0,,3,140,299
Brooklyn,South Slope,40.66383,-73.98252,Private room,1,0,,1,0,65
Manhattan,Hell's Kitchen,40.76017,-73.99198,Entire home/apt,4,30,0.65,1,0,200
Queens,Flushing,40.72744,-73.81005,Private room,2,0,,1,0,75
Brooklyn,Bushwick,40.70177,-73.92313,Private room,2,0,,2,0,50
Brooklyn,Flatbush,40.65314,-73.95304,Private room,5,12,0.7,5,67,40
Queens,Flushing,40.76003,-73.83307,Private room,1,25,2.43,4,317,73
Manhattan,Financial District,40.70512,-74.01097,Entire home/apt,1,1,1.0,1,16,200
Queens,St. Albans,40.69112,-73.77761,Private room,1,165,4.64,1,365,48
Manhattan,Upper East Side,40.78015,-73.95852,Entire home/apt,30,0,,33,346,225
Brooklyn,Williamsburg,40.71614,-73.96134,Private room,2,349,5.54,1,13,80
Manhattan,Washington Heights,40.8466,-73.93432,Private room,3,28,2.64,2,0,60
Manhattan,Upper East Side,40.77631,-73.95289,Entire home/apt,1,16,0.19,2,351,121
Manhattan,Chelsea,40.74192,-73.99978,Private room,3,250,5.36,1,111,135
Brooklyn,Bushwick,40.69609,-73.92369,Entire home/apt,45,3,0.07,1,21,73
Brooklyn,Fort Greene,40.69309,-73.97238,Private room,2,47,4.15,1,0,70
Brooklyn,East Flatbush,40.64474,-73.92297,Entire home/apt,2,77,2.17,1,264,49
Brooklyn,Bedford-Stuyvesant,40.68956,-73.9589,Private room,3,0,,2,0,60
Brooklyn,DUMBO,40.70212,-73.9851,Entire home/apt,3,8,0.16,2,0,245
Manhattan,Financial District,40.70966,-74.00762,Entire home/apt,29,0,,1,283,375
Brooklyn,East Flatbush,40.65236,-73.94965,Private room,2,9,1.58,3,357,38
Manhattan,Little Italy,40.71916,-73.99754,Entire home/apt,1,3,0.53,1,362,229
Manhattan,Midtown,40.75376,-73.96644,Entire home/apt,28,1,0.16,49,257,714
Brooklyn,Bedford-Stuyvesant,40.67638,-73.91106,Private room,1,38,2.61,1,0,75
Brooklyn,Crown Heights,40.66604,-73.95914,Entire home/apt,3,12,0.13,1,343,165
Brooklyn,Bedford-Stuyvesant,40.69471,-73.933,Private room,3,4,0.33,7,109,100
Manhattan,Upper West Side,40.79058,-73.97246,Entire home/apt,30,0,,9,266,150
Staten Island,Tompkinsville,40.6283,-74.08645,Private room,1,0,,1,88,60
Brooklyn,Bushwick,40.69533,-73.90889,Shared room,1,103,4.02,4,133,28
Queens,Astoria,40.77199,-73.93159,Private room,15,1,0.02,2,0,55
Manhattan,Harlem,40.80573,-73.94994,Entire home/apt,1,160,4.31,3,246,129
Bronx,Longwood,40.81822,-73.90812,Private room,5,8,0.77,2,179,35
Manhattan,Inwood,40.86615,-73.92332,Private room,1,0,,1,0,50
Brooklyn,Williamsburg,40.71871,-73.96456,Entire home/apt,5,0,,1,365,350
Brooklyn,Bushwick,40.6886,-73.91209,Entire home/apt,4,77,2.45,1,258,150
Manhattan,Upper East Side,40.77711,-73.9527,Entire home/apt,4,126,1.16,2,290,219
Brooklyn,Williamsburg,40.71033,-73.95026,Private room,3,21,0.86,1,0,67
Manhattan,Upper East Side,40.77291,-73.95176,Entire home/apt,25,3,0.05,1,161,130
Manhattan,Hell's Kitchen,40.76492,-73.99128,Private room,1,119,3.29,2,316,150
Manhattan,Inwood,40.85927,-73.92966,Private room,3,1,0.05,1,0,200
Brooklyn,Prospect-Lefferts Gardens,40.6553,-73.95816,Entire home/apt,3,24,0.4,3,19,80
Brooklyn,Fort Greene,40.68645,-73.97538,Private room,3,154,1.63,2,305,130
Bronx,Kingsbridge,40.88068,-73.90012,Private room,3,55,3.68,4,63,79
Manhattan,Murray Hill,40.74583,-73.97834,Entire home/apt,1,5,0.1,1,0,160
Brooklyn,Greenpoint,40.72217,-73.948,Private room,1,55,1.46,1,0,75
Manhattan,Harlem,40.80584,-73.95272,Private room,3,88,3.36,1,189,78
Brooklyn,Greenpoint,40.723,-73.94237,Entire home/apt,3,11,0.19,1,0,125
Manhattan,Harlem,40.80553,-73.94928,Entire home/apt,1,2,2.0,1,161,290
Brooklyn,Park Slope,40.67917,-73.97951,Entire home/apt,5,1,0.07,1,0,120
Manhattan,Financial District,40.705,-74.00682,Entire home/apt,30,2,0.07,96,336,160
Manhattan,Lower East Side,40.71244,-73.98756,Private room,5,0,,1,0,82
Queens,Flushing,40.76005,-73.83447,Private room,2,21,2.04,1,51,60
Manhattan,Chelsea,40.741,-73.99957,Entire home/apt,2,10,0.13,1,0,250
Manhattan,Nolita,40.72169,-73.9965,Entire home/apt,2,8,0.37,1,86,325
Brooklyn,East New York,40.65925,-73.89396,Private room,2,56,5.62,2,27,32
Manhattan,Chelsea,40.74212,-73.99828,Private room,2,20,0.42,2,0,210
Staten Island,Concord,40.60732,-74.08709,Private room,2,36,1.6,7,286,40
Manhattan,East Harlem,40.79372,-73.94316,Entire home/apt,30,0,,1,0,200
Brooklyn,Greenpoint,40.72458,-73.95191,Entire home/apt,3,70,2.9,1,178,139
Brooklyn,Greenpoint,40.72898,-73.95552,Entire home/apt,1,50,0.5,1,188,229
Brooklyn,South Slope,40.66801,-73.98773,Private room,1,102,2.56,1,269,89
Brooklyn,Bushwick,40.70283,-73.92131,Private room,3,480,6.7,1,0,60
Manhattan,Harlem,40.82179,-73.95522,Entire home/apt,1,0,,4,78,170
Brooklyn,Crown Heights,40.67589,-73.95525,Private room,20,1,0.08,1,0,41
Manhattan,Washington Heights,40.84369,-73.93828,Entire home/apt,4,0,,1,0,95
Brooklyn,Sunset Park,40.66388,-73.99475,Private room,31,0,,1,0,50
Brooklyn,Greenpoint,40.73546,-73.9581,Entire home/apt,15,6,0.49,1,17,160
Manhattan,Financial District,40.70734,-74.01097,Entire home/apt,2,6,1.48,327,325,196
Manhattan,Harlem,40.8298,-73.94683,Private room,1,141,2.99,4,348,70
Queens,Glendale,40.70037,-73.89344,Entire home/apt,2,34,1.89,2,117,60
Queens,Glendale,40.69991,-73.88952,Private room,7,17,1.27,1,66,50
Manhattan,East Village,40.7229,-73.98414,Entire home/apt,3,31,0.73,1,0,83
Brooklyn,Bedford-Stuyvesant,40.69439,-73.95518,Shared room,3,14,1.24,34,361,36
Manhattan,Hell's Kitchen,40.76073,-73.99215,Entire home/apt,30,3,0.06,52,342,115
Manhattan,Gramercy,40.73736,-73.98025,Entire home/apt,5,8,0.25,2,0,120
Queens,Elmhurst,40.74316,-73.87285,Private room,29,2,0.29,5,1,40
