neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
Bronx,Port Morris,40.80247,-73.91435,Entire home/apt,2,152,3.25,1,299,90
Manhattan,Harlem,40.80384,-73.95765,Private room,30,1,0.23,3,353,55
Manhattan,Upper West Side,40.791,-73.9722,Private room,5,42,1.49,1,221,103
Brooklyn,Bedford-Stuyvesant,40.68602,-73.94844,Private room,1,8,6.32,2,36,68
Brooklyn,Williamsburg,40.70786,-73.9503,Private room,2,166,4.68,1,8,80
Queens,Ridgewood,40.69385,-73.90296,Private room,1,50,2.34,2,341,50
Bronx,Concourse,40.82788,-73.92604,Entire home/apt,3,3,3.0,1,241,88
Manhattan,Hell's Kitchen,40.76243,-73.98978,Private room,1,1,1.0,1,138,90
Manhattan,Upper West Side,40.80421,-73.96738,Private room,2,17,0.46,2,0,75
Brooklyn,Williamsburg,40.70766,-73.95216,Private room,2,138,3.63,1,268,59
Manhattan,West Village,40.74012,-74.00364,Entire home/apt,2,1,0.04,1,0,190
Brooklyn,Sheepshead Bay,40.60146,-73.94673,Private room,2,0,,1,89,40
Brooklyn,Bedford-Stuyvesant,40.6813,-73.9476,Private room,1,0,,1,0,65
Queens,Ridgewood,40.69741,-73.89895,Private room,4,0,,1,0,38
Manhattan,Washington Heights,40.8481,-73.93585,Entire home/apt,3,2,0.06,1,0,100
Manhattan,Midtown,40.76384,-73.98248,Private room,1,6,6.0,1,142,125
Brooklyn,Crown Heights,40.6749,-73.95166,Private room,1,5,0.09,1,0,50
Manhattan,Harlem,40.80602,-73.95508,Entire home/apt,1,24,3.79,1,85,180
Brooklyn,Bedford-Stuyvesant,40.6898,-73.95205,Private room,1,0,,1,0,1600
Brooklyn,Williamsburg,40.71099,-73.95825,Private room,1,0,,1,0,250
Manhattan,Midtown,40.7504,-73.96934,Entire home/apt,30,1,0.08,7,364,170
Manhattan,West Village,40.739,-74.00115,Entire home/apt,2,6,0.38,1,34,123
Manhattan,West Village,40.73268,-74.00314,Entire home/apt,1,2,0.03,2,364,800
Brooklyn,Williamsburg,40.71235,-73.93963,Private room,2,9,1.99,1,345,67
Brooklyn,Borough Park,40.61098,-73.9742,Entire home/apt,4,4,0.11,1,37,199
Brooklyn,Brooklyn Heights,40.69927,-73.994,Private room,1,0,,1,0,240
Manhattan,Washington Heights,40.83619,-73.94099,Private room,7,103,2.79,1,11,65
Brooklyn,East New York,40.67327,-73.89141,Entire home/apt,2,74,3.13,1,78,100
Staten Island,Stapleton,40.63457,-74.07817,Private room,1,56,2.09,3,351,65
Manhattan,Harlem,40.81574,-73.94877,Private room,2,5,0.1,1,0,80
Brooklyn,Williamsburg,40.71238,-73.94848,Private room,1,2,1.2,1,0,70
Manhattan,Morningside Heights,40.8046,-73.9654,Entire home/apt,1,3,0.07,1,0,89
Brooklyn,Williamsburg,40.70893,-73.95472,Entire home/apt,5,0,,1,0,300
Manhattan,East Village,40.72382,-73.98171,Private room,1,3,0.06,1,0,80
Brooklyn,Bushwick,40.69808,-73.92417,Private room,1,17,1.63,1,106,47
Manhattan,Greenwich Village,40.73088,-74.00035,Entire home/apt,1,1,0.02,1,0,140
Brooklyn,Kensington,40.6412,-73.9786,Private room,2,8,0.11,1,312,75
Brooklyn,Prospect-Lefferts Gardens,40.65933,-73.95931,Private room,1,35,0.73,2,0,65
Brooklyn,Boerum Hill,40.68406,-73.98481,Entire home/apt,1,12,3.13,2,40,175
Queens,Flushing,40.75926,-73.82641,Shared room,1,1,1.0,3,349,75
Brooklyn,Williamsburg,40.7119,-73.96377,Entire home/apt,7,6,0.15,1,0,100
Brooklyn,Bedford-Stuyvesant,40.68269,-73.92931,Private room,7,0,,2,214,50
Manhattan,Chelsea,40.74233,-73.99865,Entire home/apt,4,32,0.34,1,28,199
Manhattan,Hell's Kitchen,40.75578,-73.99523,Private room,2,26,0.6,1,30,146
Manhattan,Upper East Side,40.76644,-73.95803,Entire home/apt,1,6,0.13,1,0,130
Queens,Elmhurst,40.7409,-73.87738,Private room,1,3,0.39,3,88,180
Manhattan,Upper West Side,40.79528,-73.97325,Private room,3,38,1.21,1,14,100
Brooklyn,Greenpoint,40.7258,-73.94426,Private room,4,0,,1,0,120
Manhattan,Upper East Side,40.7613,-73.96414,Entire home/apt,4,26,0.8,1,340,795
Brooklyn,Crown Heights,40.66978,-73.95009,Entire home/apt,1,10,2.4,1,199,188
Brooklyn,Bedford-Stuyvesant,40.68405,-73.95267,Private room,2,14,1.63,1,79,79
Brooklyn,Fort Hamilton,40.61985,-74.03255,Private room,2,56,1.23,2,306,55
Manhattan,Upper West Side,40.80075,-73.9677,Entire home/apt,1,1,0.03,1,121,450
Manhattan,SoHo,40.72611,-74.00337,Entire home/apt,1,0,,3,89,194
Brooklyn,Bedford-Stuyvesant,40.6875,-73.9588,Private room,1,36,3.23,1,29,150
Brooklyn,Greenpoint,40.72418,-73.94757,Private room,1,2,0.04,1,0,59
Queens,Ditmars Steinway,40.77411,-73.90017,Private room,1,0,,1,0,60
Queens,Bayside,40.75465,-73.77361,Private room,15,31,0.99,2,142,30
Brooklyn,Prospect-Lefferts Gardens,40.65651,-73.95322,Entire home/apt,14,2,0.06,4,90,400
Queens,Astoria,40.76371,-73.91784,Private room,2,3,1.96,1,4,36
Queens,Ozone Park,40.6726,-73.84567,Entire home/apt,3,1,1.0,3,52,85
Manhattan,East Harlem,40.80674,-73.94146,Private room,1,4,0.14,1,0,91
Brooklyn,Bedford-Stuyvesant,40.6833,-73.95008,Private room,2,4,1.32,7,347,65
Brooklyn,Crown Heights,40.67641,-73.95729,Private room,7,0,,1,0,60
Queens,Queens Village,40.72348,-73.75269,Entire home/apt,2,41,6.51,1,66,120
Manhattan,Chelsea,40.7465,-73.9981,Entire home/apt,15,2,0.97,1,299,320
Manhattan,Gramercy,40.737,-73.98231,Private room,2,8,0.22,1,0,74
Brooklyn,Williamsburg,40.70858,-73.95857,Entire home/apt,2,5,0.18,1,0,250
Brooklyn,Williamsburg,40.71975,-73.96136,Entire home/apt,2,10,0.69,1,0,161
Manhattan,Lower East Side,40.7127,-73.98854,Private room,4,9,1.96,1,34,75
Manhattan,Lower East Side,40.72145,-73.99257,Entire home/apt,30,3,0.45,9,199,240
Brooklyn,Greenpoint,40.72574,-73.94146,Entire home/apt,30,3,0.05,52,303,129
Bronx,Longwood,40.82095,-73.89522,Private room,2,0,,1,179,100
Brooklyn,Bushwick,40.70468,-73.92481,Private room,1,82,5.0,1,30,41
Brooklyn,South Slope,40.66064,-73.98564,Entire home/apt,1,67,3.97,5,255,129
Manhattan,Upper West Side,40.77783,-73.9815,Entire home/apt,30,5,0.09,1,180,80
Brooklyn,Bedford-Stuyvesant,40.68872,-73.92425,Private room,5,0,,1,0,49
Brooklyn,East Flatbush,40.63401,-73.93808,Entire home/apt,1,47,1.03,1,348,55
Queens,Long Island City,40.75041,-73.93761,Entire home/apt,7,1,1.0,1,17,175
Queens,Astoria,40.76374,-73.90965,Private room,14,19,0.31,1,346,59
Brooklyn,Crown Heights,40.67133,-73.94631,Private room,3,4,0.56,2,89,349
Queens,Corona,40.74119,-73.86748,Shared room,1,2,2.0,8,351,25
Manhattan,Upper West Side,40.794,-73.96734,Entire home/apt,30,1,0.04,96,294,310
Bronx,Kingsbridge,40.86809,-73.90201,Private room,2,63,1.15,2,305,37
Manhattan,SoHo,40.72391,-73.99879,Private room,2,141,2.0,2,340,194
Manhattan,East Village,40.72553,-73.9777,Private room,4,0,,1,0,70
Manhattan,Harlem,40.82509,-73.9522,Private room,1,4,2.55,1,90,75
Manhattan,Upper West Side,40.77839,-73.97613,Private room,4,53,3.24,1,0,165
Brooklyn,Crown Heights,40.67641,-73.95736,Private room,5,1,0.06,1,0,45
Manhattan,Upper East Side,40.77081,-73.95216,Private room,1,65,1.76,1,338,90
Manhattan,East Harlem,40.79212,-73.95032,Private room,2,1,0.02,1,0,125
Manhattan,Harlem,40.80447,-73.94623,Entire home/apt,14,1,0.03,1,188,120
Manhattan,East Village,40.7246,-73.97687,Private room,4,20,1.69,1,10,58
Brooklyn,Sunset Park,40.65917,-73.99137,Entire home/apt,1,17,0.56,1,0,175
Brooklyn,Flatbush,40.63573,-73.96433,Entire home/apt,4,1,0.16,1,28,745
Queens,Flushing,40.74764,-73.81795,Private room,1,37,3.31,6,364,55
Manhattan,Lower East Side,40.7188,-73.98554,Entire home/apt,3,10,0.97,1,0,185
Manhattan,Chelsea,40.74182,-73.99904,Private room,1,75,3.95,1,19,95
Brooklyn,Williamsburg,40.71314,-73.96719,Entire home/apt,3,18,0.3,1,0,245
Queens,Astoria,40.77182,-73.93129,Entire home/apt,4,56,1.55,1,0,130
Manhattan,Hell's Kitchen,40.7604,-73.9922,Private room,1,170,2.92,1,255,90
Manhattan,West Village,40.73132,-74.00429,Entire home/apt,15,0,,1,0,200
Brooklyn,Carroll Gardens,40.67757,-73.99617,Entire home/apt,7,1,0.02,1,0,150
Brooklyn,Bushwick,40.69881,-73.93057,Private room,1,2,0.04,1,188,80
Manhattan,Hell's Kitchen,40.76377,-73.9873,Entire home/apt,31,0,,5,329,200
Manhattan,Upper West Side,40.80193,-73.97038,Entire home/apt,2,18,0.38,2,0,250
Brooklyn,Williamsburg,40.71,-73.9523,Entire home/apt,4,10,0.14,1,49,165
Brooklyn,Williamsburg,40.71947,-73.95677,Entire home/apt,30,3,0.09,3,36,219
Brooklyn,Bedford-Stuyvesant,40.68777,-73.94793,Entire home/apt,1,35,0.81,2,365,206
Brooklyn,Bushwick,40.7005,-73.92554,Entire home/apt,3,1,0.04,1,0,150
Brooklyn,Crown Heights,40.67121,-73.95534,Entire home/apt,4,125,1.6,1,239,140
Brooklyn,East Flatbush,40.64268,-73.95132,Private room,4,0,,1,16,70
Manhattan,Hell's Kitchen,40.76101,-73.99431,Entire home/apt,4,2,0.39,1,0,160
Brooklyn,Bedford-Stuyvesant,40.6886,-73.92937,Entire home/apt,4,53,3.66,2,41,130
Manhattan,Upper West Side,40.79103,-73.97632,Private room,1,59,5.75,1,61,79
Brooklyn,Flatlands,40.61529,-73.92567,Entire home/apt,2,125,3.3,1,302,90
Brooklyn,Bedford-Stuyvesant,40.68911,-73.94145,Private room,1,2,0.09,1,0,80
Brooklyn,Bedford-Stuyvesant,40.69039,-73.95947,Entire home/apt,2,4,0.08,1,0,120
Manhattan,Upper West Side,40.7826,-73.98228,Entire home/apt,31,0,,8,50,100
Bronx,City Island,40.84443,-73.78497,Entire home/apt,1,0,,4,90,1000
Manhattan,Greenwich Village,40.733,-73.99413,Entire home/apt,30,7,0.32,1,180,3900
Brooklyn,Bedford-Stuyvesant,40.69205,-73.95593,Entire home/apt,1,5,0.17,1,0,80
Staten Island,Tompkinsville,40.63536,-74.08537,Private room,2,193,1.85,6,360,36
Manhattan,East Village,40.72749,-73.98674,Entire home/apt,5,1,0.43,1,249,150
Brooklyn,Flatbush,40.63146,-73.96227,Entire home/apt,3,24,1.25,1,277,95
Brooklyn,Bedford-Stuyvesant,40.68551,-73.9324,Private room,30,1,0.58,27,346,42
Manhattan,Lower East Side,40.71991,-73.98832,Private room,10,0,,1,0,78
Brooklyn,South Slope,40.66055,-73.98597,Entire home/apt,1,11,1.05,5,262,159
Manhattan,SoHo,40.72494,-74.00839,Private room,30,19,0.5,1,0,100
Manhattan,Midtown,40.74357,-73.98466,Private room,1,0,,1,0,600
Brooklyn,Park Slope,40.66675,-73.97571,Entire home/apt,8,2,0.05,1,0,200
Manhattan,East Village,40.72264,-73.9837,Entire home/apt,4,0,,1,0,160
Brooklyn,Bushwick,40.68603,-73.91399,Private room,12,2,1.0,7,130,63
Brooklyn,Williamsburg,40.71028,-73.95367,Entire home/apt,1,52,2.88,2,0,189
Manhattan,Washington Heights,40.84855,-73.93704,Entire home/apt,2,1,0.05,1,0,250
Brooklyn,East Flatbush,40.65042,-73.94842,Entire home/apt,1,6,0.25,2,152,225
Manhattan,Murray Hill,40.74457,-73.97168,Entire home/apt,30,0,,23,343,210
Manhattan,Upper West Side,40.78818,-73.97133,Entire home/apt,3,0,,1,0,225
Brooklyn,Kensington,40.64099,-73.98029,Entire home/apt,2,32,1.45,4,153,99
Brooklyn,Williamsburg,40.71336,-73.95914,Entire home/apt,2,4,4.0,1,345,259
Manhattan,Tribeca,40.72325,-74.00991,Entire home/apt,2,6,0.25,1,19,1000
Manhattan,Lower East Side,40.71886,-73.98497,Entire home/apt,3,7,0.1,1,364,350
Manhattan,NoHo,40.72571,-73.99506,Entire home/apt,3,3,0.1,1,0,100
Manhattan,Chelsea,40.7465,-74.0036,Entire home/apt,3,0,,1,0,375
Brooklyn,Windsor Terrace,40.65463,-73.97536,Entire home/apt,2,0,,1,35,300
Manhattan,Midtown,40.76368,-73.98225,Private room,1,0,,8,311,100
Manhattan,Nolita,40.72204,-73.99705,Private room,2,10,0.29,1,0,100
Manhattan,East Village,40.72727,-73.98272,Entire home/apt,2,6,0.51,2,0,159
Queens,East Elmhurst,40.7661,-73.87739,Private room,1,21,0.38,4,0,65
Manhattan,Hell's Kitchen,40.75645,-73.99404,Entire home/apt,1,207,5.01,1,245,200
Manhattan,Harlem,40.81027,-73.9408,Shared room,4,47,1.22,2,131,39
Brooklyn,Williamsburg,40.70959,-73.95477,Private room,20,4,0.32,1,66,60
Brooklyn,Windsor Terrace,40.64801,-73.97562,Private room,3,4,0.09,1,290,90
Manhattan,Hell's Kitchen,40.76518,-73.98406,Private room,3,1,0.03,1,0,80
Brooklyn,Williamsburg,40.70828,-73.95246,Private room,7,1,0.02,1,0,77
Manhattan,Tribeca,40.713,-74.00991,Entire home/apt,30,0,,232,193,269
Brooklyn,Williamsburg,40.71942,-73.94272,Entire home/apt,30,6,0.22,8,156,80
Manhattan,Financial District,40.70728,-74.01073,Entire home/apt,2,3,1.11,327,323,432
Manhattan,Upper West Side,40.79194,-73.96913,Entire home/apt,30,28,0.45,3,0,200
Brooklyn,Williamsburg,40.71014,-73.96253,Entire home/apt,3,78,1.53,1,0,275
Manhattan,Tribeca,40.71868,-74.00765,Entire home/apt,5,13,0.98,1,347,1200
Brooklyn,Bedford-Stuyvesant,40.68174,-73.94437,Private room,3,2,0.16,1,176,89
Manhattan,Upper West Side,40.79467,-73.96923,Entire home/apt,1,1,0.3,1,0,135
Brooklyn,Williamsburg,40.70995,-73.96722,Private room,1,13,0.28,1,188,130
Manhattan,Upper East Side,40.775,-73.95071,Entire home/apt,2,26,0.58,1,42,190
Brooklyn,Williamsburg,40.70695,-73.94524,Private room,7,1,0.07,1,0,50
Brooklyn,Williamsburg,40.71369,-73.93669,Private room,5,41,2.11,1,125,100
Manhattan,Financial District,40.70587,-74.01534,Entire home/apt,2,63,0.75,1,79,500
Manhattan,Harlem,40.80709,-73.94952,Entire home/apt,2,232,4.01,1,192,135
Manhattan,East Harlem,40.78572,-73.95018,Entire home/apt,5,11,0.77,1,8,140
Brooklyn,Prospect-Lefferts Gardens,40.65841,-73.96121,Entire home/apt,3,14,3.21,1,75,82
Manhattan,Upper East Side,40.77964,-73.95474,Entire home/apt,2,5,0.11,1,0,130
Brooklyn,Bedford-Stuyvesant,40.69271,-73.93799,Private room,5,3,0.76,3,23,42
Queens,Jamaica,40.68555,-73.79416,Private room,1,15,0.67,2,90,30
Queens,Ridgewood,40.70493,-73.90795,Entire home/apt,30,64,0.95,1,178,75
Brooklyn,Prospect Heights,40.67634,-73.96651,Entire home/apt,30,3,0.11,21,255,270
Manhattan,Financial District,40.7075,-74.00853,Entire home/apt,30,0,,6,222,196
Brooklyn,Bushwick,40.70138,-73.92365,Private room,7,1,0.68,2,48,50
Manhattan,Harlem,40.82165,-73.95491,Private room,3,16,0.26,1,209,70
Manhattan,Harlem,40.83,-73.94299,Private room,1,1,0.02,1,0,59
Bronx,Riverdale,40.88837,-73.90939,Private room,1,202,4.35,1,0,65
Brooklyn,Bedford-Stuyvesant,40.68616,-73.91866,Private room,3,2,0.15,2,0,45
Manhattan,Washington Heights,40.85374,-73.93198,Entire home/apt,3,1,0.83,1,12,90
Brooklyn,Park Slope,40.67422,-73.98097,Private room,2,11,0.14,2,158,62
Brooklyn,Windsor Terrace,40.65015,-73.97945,Private room,30,77,1.28,11,309,38
Manhattan,Harlem,40.80724,-73.94739,Entire home/apt,1,1,0.02,1,0,170
Manhattan,Gramercy,40.73201,-73.98328,Entire home/apt,30,6,0.17,39,246,130
Queens,Ozone Park,40.68936,-73.84114,Private room,2,35,2.17,1,205,60
Brooklyn,Bedford-Stuyvesant,40.69277,-73.94315,Private room,2,11,0.47,1,5,55
Queens,Jamaica,40.68503,-73.77983,Entire home/apt,2,45,2.01,4,153,150
Brooklyn,Crown Heights,40.67237,-73.95191,Private room,1,0,,1,0,120
Manhattan,Washington Heights,40.85488,-73.93194,Entire home/apt,2,0,,1,2,125
Queens,East Elmhurst,40.76539,-73.87636,Private room,1,356,6.31,4,341,65
Queens,Richmond Hill,40.69659,-73.81435,Entire home/apt,2,54,2.69,1,283,90
Manhattan,Hell's Kitchen,40.75884,-73.99208,Entire home/apt,180,0,,1,358,800
Queens,Fresh Meadows,40.73751,-73.7839,Entire home/apt,2,9,0.78,1,0,285
Brooklyn,Fort Greene,40.68803,-73.973,Entire home/apt,2,8,0.83,1,14,140
Queens,Jamaica,40.66745,-73.78156,Private room,1,4,0.27,1,365,130
Manhattan,Lower East Side,40.71914,-73.99174,Entire home/apt,5,220,3.25,2,271,189
Manhattan,West Village,40.72966,-74.00243,Entire home/apt,30,39,0.44,1,251,200
Manhattan,Washington Heights,40.84697,-73.93776,Shared room,1,13,0.75,2,0,29
Queens,Astoria,40.76332,-73.91166,Entire home/apt,2,0,,1,14,75
Manhattan,Hell's Kitchen,40.76235,-73.98759,Entire home/apt,4,7,0.52,1,0,175
Brooklyn,Williamsburg,40.70796,-73.95035,Private room,1,1,0.03,2,0,65
Manhattan,Upper East Side,40.76074,-73.96015,Entire home/apt,30,0,,2,332,340
Bronx,Hunts Point,40.81395,-73.88675,Private room,30,21,0.44,6,343,40
Brooklyn,Park Slope,40.67078,-73.98815,Entire home/apt,115,15,0.17,1,219,105
Manhattan,Kips Bay,40.74308,-73.98172,Private room,2,12,0.52,1,0,200
Manhattan,West Village,40.73458,-74.00808,Entire home/apt,1,83,1.9,1,344,225
Manhattan,Upper West Side,40.76807,-73.98342,Entire home/apt,1,0,,1,0,400
Brooklyn,Williamsburg,40.70985,-73.96923,Entire home/apt,2,39,0.84,1,330,500
Brooklyn,Bedford-Stuyvesant,40.68398,-73.94179,Private room,1,10,1.33,2,2,43
Queens,Ditmars Steinway,40.77097,-73.91107,Entire home/apt,3,3,0.99,1,97,350
Brooklyn,Crown Heights,40.66933,-73.94173,Private room,1,13,1.15,1,0,49
Brooklyn,Bushwick,40.69961,-73.92132,Private room,4,0,,1,0,50
Manhattan,Harlem,40.82469,-73.95032,Private room,2,10,0.4,1,0,100
Manhattan,East Village,40.72202,-73.97909,Entire home/apt,5,3,0.16,1,0,230
Queens,Rego Park,40.72721,-73.86589,Private room,1,2,1.87,10,134,65
Manhattan,Gramercy,40.73283,-73.98228,Private room,1,4,2.35,1,104,65
Staten Island,Castleton Corners,40.61042,-74.12277,Entire home/apt,3,49,1.91,1,350,299
Brooklyn,Williamsburg,40.70542,-73.94957,Private room,2,3,0.1,1,285,117
Manhattan,SoHo,40.72088,-74.00318,Entire home/apt,30,0,,1,32,150
Brooklyn,Bedford-Stuyvesant,40.69366,-73.93794,Private room,1,0,,2,173,140
Brooklyn,Crown Heights,40.6716,-73.95847,Entire home/apt,2,1,0.16,1,364,300
Manhattan,East Village,40.73041,-73.9896,Entire home/apt,4,45,0.75,1,87,159
Queens,Forest Hills,40.71395,-73.83186,Private room,1,2,0.09,1,0,45
Manhattan,Lower East Side,40.71882,-73.98852,Entire home/apt,2,109,1.04,1,207,299
Brooklyn,Greenpoint,40.73768,-73.95741,Private room,7,0,,1,0,63
Brooklyn,Bedford-Stuyvesant,40.69129,-73.95119,Entire home/apt,1,1,0.04,1,0,170
Manhattan,Tribeca,40.71689,-74.00563,Private room,1,0,,1,0,75
Brooklyn,Brooklyn Heights,40.69615,-73.99682,Entire home/apt,3,0,,1,363,1000
Brooklyn,Clinton Hill,40.69188,-73.9607,Private room,5,0,,1,0,45
Queens,Jackson Heights,40.75731,-73.85785,Entire home/apt,2,3,0.15,1,0,143
Brooklyn,Greenpoint,40.72669,-73.9419,Entire home/apt,30,9,0.16,52,325,129
Manhattan,Tribeca,40.7187,-74.00384,Private room,1,2,0.04,1,0,107
Brooklyn,Bedford-Stuyvesant,40.68461,-73.95203,Entire home/apt,1,18,4.66,1,323,179
Manhattan,Upper West Side,40.77961,-73.97821,Private room,2,3,1.13,1,61,160
Brooklyn,Bushwick,40.70028,-73.92439,Private room,5,16,0.61,1,37,90
Brooklyn,Fort Greene,40.69387,-73.97316,Entire home/apt,4,53,3.05,2,88,100
Brooklyn,Bushwick,40.68622,-73.91026,Private room,1,20,0.53,1,365,67
Brooklyn,Bushwick,40.70082,-73.91859,Private room,30,2,0.47,17,319,50
Brooklyn,Bedford-Stuyvesant,40.68829,-73.93184,Shared room,1,99,6.31,1,67,30
Brooklyn,Bushwick,40.6997,-73.91305,Entire home/apt,3,6,0.33,1,2,97
Brooklyn,Bedford-Stuyvesant,40.6849,-73.91811,Entire home/apt,3,30,1.88,1,122,140
Brooklyn,Gowanus,40.667,-73.99233,Entire home/apt,1,378,9.67,1,48,100
Brooklyn,Williamsburg,40.71192,-73.9628,Entire home/apt,9,19,0.66,1,0,249
Manhattan,East Village,40.73014,-73.98152,Entire home/apt,3,8,0.42,1,10,180
Manhattan,Lower East Side,40.71814,-73.99166,Private room,10,17,0.46,1,128,75
Manhattan,East Village,40.72555,-73.98499,Entire home/apt,4,1,0.59,1,0,300
Brooklyn,Park Slope,40.67358,-73.97171,Entire home/apt,7,1,0.03,1,0,125
Manhattan,East Village,40.72688,-73.98974,Entire home/apt,4,0,,1,0,350
Manhattan,Upper West Side,40.77725,-73.98407,Entire home/apt,30,0,,65,334,250
Brooklyn,Kensington,40.64046,-73.97233,Entire home/apt,1,2,1.28,1,95,130
Brooklyn,Bedford-Stuyvesant,40.67753,-73.91688,Entire home/apt,4,97,5.02,1,211,129
Brooklyn,Carroll Gardens,40.68123,-73.99558,Entire home/apt,2,97,1.83,1,24,180
Brooklyn,Brownsville,40.67511,-73.90836,Entire home/apt,2,0,,1,53,100
Brooklyn,Bushwick,40.70285,-73.91934,Private room,1,10,0.99,1,247,89
Brooklyn,Park Slope,40.67102,-73.9808,Private room,1,1,0.02,1,0,100
Brooklyn,Crown Heights,40.67592,-73.92341,Private room,2,2,2.0,3,158,75
Queens,Ozone Park,40.68221,-73.8457,Private room,4,27,2.45,4,87,51
Brooklyn,Cypress Hills,40.68385,-73.87088,Shared room,1,26,2.57,6,23,25
Brooklyn,Boerum Hill,40.68503,-73.98232,Private room,2,31,2.04,1,0,50
Manhattan,Chelsea,40.75284,-74.00138,Private room,2,251,3.15,1,157,179
Brooklyn,East Flatbush,40.63196,-73.94572,Private room,2,4,1.52,3,43,175
Manhattan,Tribeca,40.71561,-74.00642,Private room,1,1,0.02,1,0,75
Brooklyn,Crown Heights,40.67548,-73.93992,Private room,3,32,4.62,1,0,500
Queens,Jackson Heights,40.75703,-73.85827,Entire home/apt,1,70,7.42,3,98,72
Manhattan,Gramercy,40.73714,-73.98827,Entire home/apt,4,2,0.15,1,3,175
Manhattan,Harlem,40.82089,-73.95018,Private room,1,50,3.69,1,1,65
Manhattan,Hell's Kitchen,40.76345,-73.99298,Private room,3,136,3.65,1,47,79
Brooklyn,Williamsburg,40.71411,-73.9495,Entire home/apt,2,9,0.2,1,0,240
Brooklyn,Bedford-Stuyvesant,40.68542,-73.91741,Entire home/apt,7,1,0.05,1,0,175
Brooklyn,Bushwick,40.70018,-73.91573,Private room,1,3,0.48,1,0,60
Staten Island,Concord,40.60077,-74.07788,Private room,4,73,2.1,4,320,35
Queens,Elmhurst,40.74177,-73.88445,Entire home/apt,1,31,1.97,1,0,75
Queens,Astoria,40.75909,-73.92227,Private room,1,0,,1,355,95
Brooklyn,Carroll Gardens,40.6832,-73.99322,Private room,2,6,3.67,1,145,65
Manhattan,East Village,40.72838,-73.97926,Entire home/apt,2,52,4.62,1,141,260
Queens,Long Island City,40.7546,-73.93643,Private room,6,2,0.13,1,0,48
Queens,Astoria,40.75519,-73.91582,Private room,2,2,0.2,1,0,54
Manhattan,Harlem,40.83024,-73.94715,Private room,1,1,0.25,6,40,90
Manhattan,Midtown,40.74566,-73.98126,Entire home/apt,3,2,0.11,1,0,248
Manhattan,Upper West Side,40.78443,-73.97399,Entire home/apt,30,18,0.2,5,285,109
Manhattan,Upper West Side,40.78289,-73.98477,Entire home/apt,30,17,0.38,34,202,125
Brooklyn,Bushwick,40.69972,-73.92362,Private room,3,0,,1,0,80
Manhattan,Lower East Side,40.71297,-73.98561,Entire home/apt,1,4,0.09,1,0,200
Queens,East Elmhurst,40.77056,-73.87191,Private room,1,207,10.38,6,325,52
Queens,Astoria,40.76923,-73.91835,Entire home/apt,1,2,0.05,1,0,90
Manhattan,Harlem,40.81745,-73.95164,Entire home/apt,1,10,0.28,1,0,200
Brooklyn,Bedford-Stuyvesant,40.68439,-73.92811,Entire home/apt,3,132,2.53,2,257,130
Queens,Rockaway Beach,40.58344,-73.81456,Entire home/apt,1,4,1.12,1,124,200
Brooklyn,Greenpoint,40.73658,-73.95418,Entire home/apt,2,0,,1,0,275
Manhattan,Upper East Side,40.76692,-73.964,Entire home/apt,15,0,,1,87,400
Manhattan,Midtown,40.75287,-73.97439,Entire home/apt,10,3,0.13,1,14,149
Manhattan,Midtown,40.74673,-73.98191,Entire home/apt,1,4,1.85,1,235,300
Manhattan,Chelsea,40.74384,-73.99383,Entire home/apt,1,8,0.23,1,0,193
Brooklyn,Park Slope,40.67547,-73.97361,Entire home/apt,5,92,7.26,1,193,89
Brooklyn,Bay Ridge,40.62938,-74.02976,Private room,3,0,,1,27,30
Manhattan,Hell's Kitchen,40.75395,-73.99593,Entire home/apt,5,0,,1,50,168
Manhattan,Lower East Side,40.71846,-73.98727,Private room,2,2,0.05,1,0,150
Manhattan,Harlem,40.82765,-73.95012,Private room,3,6,1.89,2,70,80
Manhattan,West Village,40.73021,-74.00663,Entire home/apt,2,0,,1,0,119
Queens,Astoria,40.76369,-73.92291,Entire home/apt,2,112,1.94,2,0,125
Manhattan,Hell's Kitchen,40.7561,-73.99855,Private room,1,13,1.82,30,361,179
Manhattan,Financial District,40.70428,-74.00707,Entire home/apt,2,30,3.96,1,72,550
Manhattan,East Village,40.72394,-73.98941,Entire home/apt,4,43,0.68,1,188,150
Manhattan,Gramercy,40.73505,-73.98565,Entire home/apt,30,1,0.04,96,281,180
Queens,Flushing,40.75637,-73.83208,Entire home/apt,2,22,1.83,7,58,159
Brooklyn,Boerum Hill,40.68955,-73.98885,Entire home/apt,7,7,0.15,1,0,160
Manhattan,Upper East Side,40.76102,-73.96431,Entire home/apt,5,3,3.0,1,136,210
Manhattan,Upper East Side,40.77886,-73.95139,Private room,7,1,0.67,6,0,90
Brooklyn,Fort Greene,40.68819,-73.97258,Entire home/apt,35,5,0.05,1,135,130
Brooklyn,Bedford-Stuyvesant,40.6777,-73.92176,Private room,7,1,0.05,1,0,31
Brooklyn,Gowanus,40.67127,-73.99006,Private room,2,97,2.92,2,80,45
Brooklyn,Bedford-Stuyvesant,40.68293,-73.92924,Private room,1,5,5.0,2,359,50
Brooklyn,Bushwick,40.69755,-73.92748,Private room,1,170,3.36,4,356,49
Queens,Long Island City,40.75332,-73.94159,Entire home/apt,1,1,0.16,1,0,150
